@relation whatever

@attribute a numeric
@attribute b numeric
@attribute class { FALSE , TRUE } 


@data
0.63055,0.60222,TRUE
0.069243,0.9524,FALSE
0.052045,0.64653,TRUE
0.52761,0.91904,FALSE
0.28955,0.34684,TRUE
0.041042,0.95883,FALSE
0.63114,0.52245,TRUE
0.44491,0.92625,FALSE
0.75077,0.12298,TRUE
0.49833,0.86993,FALSE
0.55711,0.28675,TRUE
0.99392,0.95387,FALSE
0.47765,0.81838,TRUE
0.78767,0.88013,FALSE
0.97581,0.45909,TRUE
0.32745,0.89239,FALSE
0.20579,0.69672,TRUE
0.15479,0.91626,FALSE
0.72052,0.63811,TRUE
0.36823,0.95226,FALSE
0.44906,0.33553,TRUE
0.74008,0.89129,FALSE
0.31296,0.79259,TRUE
0.10552,0.89141,FALSE
0.25771,0.23849,TRUE
0.63148,0.86749,FALSE
0.6688,0.51498,TRUE
0.90806,0.94499,FALSE
0.5914,0.5973,TRUE
0.25987,0.91306,FALSE
0.98968,0.42885,TRUE
0.46259,0.95387,FALSE
0.71984,0.31155,TRUE
0.1231,0.98613,FALSE
0.033072,0.76122,TRUE
0.33477,0.88926,FALSE
0.76784,0.09074,TRUE
0.43821,0.98588,FALSE
0.16554,0.17492,TRUE
0.55254,0.91088,FALSE
0.62229,0.73239,TRUE
0.94739,0.93834,FALSE
0.95906,0.88138,TRUE
0.3578,0.92159,FALSE
0.50958,0.50022,TRUE
0.27669,0.87231,FALSE
0.96198,0.83979,TRUE
0.59188,0.95723,FALSE
0.91176,0.87342,TRUE
0.60799,0.89902,FALSE
0.18869,0.32911,TRUE
0.96213,0.92216,FALSE
0.93072,0.53198,TRUE
0.4679,0.99062,FALSE
0.304,0.30609,TRUE
0.96292,0.96759,FALSE
0.78955,0.010445,TRUE
0.048258,0.81492,FALSE
0.96979,0.2852,TRUE
0.82035,0.93374,FALSE
0.1927,0.59662,TRUE
0.46407,0.90864,FALSE
0.5121,0.77112,TRUE
0.34011,0.85162,FALSE
0.65411,0.61981,TRUE
0.54268,0.96637,FALSE
0.90136,0.1894,TRUE
0.020819,0.98256,FALSE
0.39824,0.19593,TRUE
0.51548,0.94323,FALSE
0.65629,0.21597,TRUE
0.1862,0.89559,FALSE
0.14623,0.64814,TRUE
0.31381,0.84789,FALSE
0.80237,0.34624,TRUE
0.91978,0.95552,FALSE
0.75663,0.60092,TRUE
0.26558,0.90343,FALSE
0.74303,0.11717,TRUE
0.10278,0.89186,FALSE
0.10928,0.65535,TRUE
0.30143,0.83478,FALSE
0.6601,0.25587,TRUE
0.24263,0.98069,FALSE
0.59733,0.30661,TRUE
0.085059,0.917,FALSE
0.16971,0.23365,TRUE
0.33938,0.99543,FALSE
0.58233,0.17641,TRUE
0.30462,0.94731,FALSE
0.18224,0.79264,TRUE
0.121,0.92332,FALSE
0.80387,0.52043,TRUE
0.7133,0.90217,FALSE
0.7548,0.85327,TRUE
0.36946,0.89147,FALSE
0.84449,0.29809,TRUE
0.69028,0.92126,FALSE
0.76633,0.55505,TRUE
0.28394,0.83866,FALSE
0.21704,0.69768,TRUE
0.12331,0.89329,FALSE
0.56961,0.43657,TRUE
0.66732,0.92542,FALSE
0.80592,0.052803,TRUE
0.063469,0.94438,FALSE
0.79881,0.58361,TRUE
0.64435,0.92245,FALSE
0.16473,0.62636,TRUE
0.74062,0.90716,FALSE
0.43252,0.33348,TRUE
0.028724,0.95426,FALSE
0.26839,0.69945,TRUE
0.83208,0.94316,FALSE
0.36071,0.40857,TRUE
0.7314,0.91199,FALSE
0.98385,0.57322,TRUE
0.6632,0.87127,FALSE
0.20918,0.59924,TRUE
0.43022,0.9477,FALSE
0.30234,0.34636,TRUE
0.059782,0.95277,FALSE
0.16518,0.18046,TRUE
0.94288,0.99031,FALSE
0.042805,0.38402,TRUE
0.39766,0.88624,FALSE
0.37906,0.71012,TRUE
0.12213,0.9216,FALSE
0.47981,0.14747,TRUE
0.91288,0.95196,FALSE
0.58363,0.076022,TRUE
0.66591,0.99325,FALSE
0.6079,0.82267,TRUE
0.13169,0.84713,FALSE
0.54757,0.012672,TRUE
0.64871,0.98551,FALSE
0.12271,0.28658,TRUE
0.62277,0.9733,FALSE
0.80836,0.10781,TRUE
0.2528,0.96905,FALSE
0.8438,0.679,TRUE
